nome_arquivo,hash_origem,hash_destino,status
OUT_CIP894-002.bqrecal.bam.bai,,3415fde88fdb7722fab2c0d929270787,Diferente
OUT_YXB409-002.bqrecal.bam.bai,,3afe9c0406a6fb5c008db2e3fae7d6f0,Diferente
OUT_HMH836-001.bqrecal.bam,,481b14bfa919dff97e439c9f5146a1a0,Diferente
OUT_RCQ464-002.bqrecal.bam,,62042cfe2474ed61571c138433360c18,Diferente
OUT_HMH836-001.bqrecal.bam.bai,,0b507aa0e27f78f19bb6e0834b18dece,Diferente
OUT_ZHY918-001.bqrecal.bam,,30c679882dce0d79c70c46c0c9fee0ed,Diferente
OUT_HMH836-002.bqrecal.bam,,e42eb1b0cf8ec4fe8dd3495a9a439bfc,Diferente
OUT_RCQ464-002.bqrecal.bam.bai,,a2c87ce59bef3c1b97c9e17bc896c3de,Diferente
OUT_HMH836-002.bqrecal.bam.bai,,b0c39e995625bba6db69efb4eb25a231,Diferente
OUT_ZHY918-001.bqrecal.bam.bai,,07b899e39642eaeede0272c52ab2b594,Diferente
OUT_JDM556-001.bqrecal.bam,,ada9ba21ce90a4c45b64af9756a23c3d,Diferente
OUT_TQZ636-001.bqrecal.bam,,f53e45b01b62421f893a418b86ad7cc1,Diferente
OUT_JDM556-001.bqrecal.bam.bai,,670a1ff6a89586cfdd36bf1eab3fdd31,Diferente
OUT_ZHY918-002.bqrecal.bam,,c9420363f4d3afd06e55e4675c7e0e13,Diferente
OUT_JDM556-002.bqrecal.bam,,a434501bd267ab727d3b208869363961,Diferente
OUT_TQZ636-001.bqrecal.bam.bai,,66bc5c30311801d2ca22f32ac848e8fe,Diferente
OUT_JDM556-002.bqrecal.bam.bai,,3682fbf03baa51ba411e08b1b5219cc6,Diferente
OUT_ZHY918-002.bqrecal.bam.bai,,69db42274e58455e6918402d6867ecc4,Diferente
OUT_KJB519-001.bqrecal.bam,,40cb83a1b9c72f3b4cc5167d292f0cde,Diferente
OUT_TQZ636-002.bqrecal.bam,,8bf97ba0708d93bd9588029d485713f8,Diferente
OUT_KJB519-001.bqrecal.bam.bai,,013a464d40be3900ee3d54583496cb55,Diferente
OUT_KJB519-002.bqrecal.bam,,1d9e0c2793e941699b2cc81aca736595,Diferente
OUT_TQZ636-002.bqrecal.bam.bai,,8e88ec19d61dcd465c22056d7acf7e7d,Diferente
OUT_KJB519-002.bqrecal.bam.bai,,03fadf47a142508293639bf30126d7fa,Diferente
OUT_LBD991-001.bqrecal.bam,,7746f8bed0206f07e85c13905852362d,Diferente
OUT_WAZ794-001.bqrecal.bam,,7863880fb73cbb310d5c37d2a75544eb,Diferente
OUT_LBD991-001.bqrecal.bam.bai,,0365e8aab2d1d5b7d66aabbe19d02c75,Diferente
OUT_LBD991-002.bqrecal.bam,,cb196a544fbdac4a6de00c9a6f226283,Diferente
OUT_WAZ794-001.bqrecal.bam.bai,,d04a3ffb3c986d493552b34f057b9c22,Diferente
OUT_LBD991-002.bqrecal.bam.bai,,ee138a219bdce3ed38d7b7b4067e3997,Diferente
OUT_OZQ331-001.bqrecal.bam,,63304858d98fd0fd65ad6924437ac531,Diferente
OUT_WAZ794-002.bqrecal.bam,,10828f6ff8594ad56c58697d539bbb6a,Diferente
OUT_OZQ331-001.bqrecal.bam.bai,,a90153a04e725ed3db3c1f902df8e0ae,Diferente
OUT_OZQ331-002.bqrecal.bam,,6696f25f1ca062dc76618a143ffbd7a9,Diferente
OUT_WAZ794-002.bqrecal.bam.bai,,1f75dd0ca3b30d45ec8594f275f0314a,Diferente
OUT_OZQ331-002.bqrecal.bam.bai,,bac9d0aa9930dea18703d7e7fefc2da8,Diferente
OUT_QJC072-001.bqrecal.bam,,6049ec4e40f117c0acc8af6a2999fd92,Diferente
OUT_YRL999-001.bqrecal.bam,,b2527b2a3c68785392982f63cb2cfe71,Diferente
OUT_QJC072-001.bqrecal.bam.bai,,515dce78bea59fab578d560a7265633d,Diferente
OUT_RAO027-002.bqrecal.bam,,32dea5f5c0b1b616ad4e0cd12c1eb68f,Diferente
OUT_YRL999-001.bqrecal.bam.bai,,c73ced72f2df48d587667d3e3727e697,Diferente
OUT_RAO027-002.bqrecal.bam.bai,,6d844b6bd043ecabd16e017ae89be714,Diferente
OUT_RCQ464-001.bqrecal.bam,,bab4f65b7e237a42db1614ac2520ce05,Diferente
OUT_YRL999-002.bqrecal.bam,,f922086682e065209cf44ae9ebee3c37,Diferente
OUT_RCQ464-001.bqrecal.bam.bai,,4eda76041fd8f8c0040e4cd98cd2ecc1,Diferente
OUT_LNJ443-002.bqrecal.bam.bai,,17094a7414c2f556f1757499407bed71,Diferente
OUT_CWV981-001.bqrecal.bam,,7ccebd9ef907c4074e34dcd4af1a384d,Diferente
OUT_JES604-002.bqrecal.bam,,0c5d59bc1d8a3856c3da0c3f16bc35c9,Diferente
OUT_CWV981-001.bqrecal.bam.bai,,5f2ec41de315035f1c67c5f1f90af6b9,Diferente
OUT_LWU195-001.bqrecal.bam,,ec68bb37a088d39a3464c674ef618ff3,Diferente
OUT_CWV981-002.bqrecal.bam,,803f583967d668d0eaf15a92ae8c2147,Diferente
OUT_JFF940-001.bqrecal.bam,c1dacfab8879e5d535d9e2755aa6357c,c1dacfab8879e5d535d9e2755aa6357c,Igual
OUT_CWV981-002.bqrecal.bam.bai,,3e8670e0855060a1aa4043251d529cab,Diferente
OUT_LWU195-001.bqrecal.bam.bai,,39f13208d0d4afe296d5ad21f97628c5,Diferente
OUT_DKJ769-001.bqrecal.bam,,c66614dc5e107f10839203880d715485,Diferente
OUT_JES604-002.bqrecal.bam.bai,,174e63f1dd4a4fcb6a3eda4ca9d87dac,Diferente
OUT_DKJ769-001.bqrecal.bam.bai,,284719ebd5643ff05f50c32d7f93eae5,Diferente
OUT_LWU195-002.bqrecal.bam,,9ac2500f30455a22f9448cf4760c2b40,Diferente
OUT_DKJ769-002.bqrecal.bam,,3ae20fda0e223979460e2c9740c88ca8,Diferente
OUT_JFF940-001.bqrecal.bam.bai,0f302e908ac91c51267e02aca2af42a1,0f302e908ac91c51267e02aca2af42a1,Igual
OUT_DKJ769-002.bqrecal.bam.bai,,56d48b8399061aee80bc52b7170cfdd3,Diferente
OUT_LWU195-002.bqrecal.bam.bai,,ba4b2ff130a5d8e2c17f836f77bb81d2,Diferente
OUT_DQW481-001.bqrecal.bam,,e938ffc6b89e168402b7a996824802ff,Diferente
OUT_JFF940-002.bqrecal.bam,52eaaf102f25c0120a6abf6f15889529,52eaaf102f25c0120a6abf6f15889529,Igual
OUT_DQW481-001.bqrecal.bam.bai,,a718b77875bc3757cb944b5ec385b2a2,Diferente
OUT_LXZ870-001.bqrecal.bam,,7b558c093cba9069ecd455b0e9e4bc04,Diferente
OUT_DQW481-002.bqrecal.bam,,263fc645abda96015204ebd1d61028b1,Diferente
OUT_JFF940-002.bqrecal.bam.bai,64cbbc1b3e54f5a751521e7b51a87784,64cbbc1b3e54f5a751521e7b51a87784,Igual
OUT_DQW481-002.bqrecal.bam.bai,,3232fcd6e8afbdfcef0941482bf57f1c,Diferente
OUT_LXZ870-001.bqrecal.bam.bai,,6f5b31bb811c98c493be9a0d4aafb0d7,Diferente
OUT_EGV364-001.bqrecal.bam,,824f3136fd82280667fdf379852a9ce2,Diferente
OUT_JQK794-001.bqrecal.bam,,aada99a916a32fa2df7e5dfa6a52bc4b,Diferente
OUT_EGV364-001.bqrecal.bam.bai,,0d246f2c590036c6a07f922776788a11,Diferente
OUT_LXZ870-002.bqrecal.bam,,29ddba45c8942629794a2a255e8966b6,Diferente
OUT_EGV364-002.bqrecal.bam,,55a784cef6bf1c021c9c817cfa3f4ae5,Diferente
OUT_JQK794-001.bqrecal.bam.bai,,807299f3426468f2b7c10cf9dc345774,Diferente
OUT_EGV364-002.bqrecal.bam.bai,,fc7db2e5c75eeb7ed6e9b1c2edaddcf1,Diferente
OUT_LXZ870-002.bqrecal.bam.bai,,001a59587bbf47f5f32b0631054b11e0,Diferente
OUT_FEX174-001.bqrecal.bam,,d1adff95dbd5e3e397c0a97e1e00b2ea,Diferente
OUT_KFX443-002.bqrecal.bam,,c28b4a78454df32444203bf1cda1cbe0,Diferente
OUT_FEX174-001.bqrecal.bam.bai,,79c25f0c1da6502f44a2f5a8809f3812,Diferente
OUT_PRD802-001.bqrecal.bam,f95242f08ac4daf73c3144d649e43bda,f95242f08ac4daf73c3144d649e43bda,Igual
OUT_FEX174-002.bqrecal.bam,,a088c72e1430618aecbb6e23ea8a4183,Diferente
OUT_KFX443-002.bqrecal.bam.bai,,ee8ca6c998c65ab24f3077a5b534ff5f,Diferente
OUT_FEX174-002.bqrecal.bam.bai,,77675a8912585695cdd11cb4f0b3b1db,Diferente
OUT_PRD802-001.bqrecal.bam.bai,61790243952d1c2f6a3ddff9f28bc95b,61790243952d1c2f6a3ddff9f28bc95b,Igual
OUT_FLG454-001.bqrecal.bam,,253bb0662533fe4ab635e9f32266e80d,Diferente
OUT_KPI826-001.bqrecal.bam,,6bd3179cf0a2d1d56c8a0c7e89a00a17,Diferente
OUT_FLG454-001.bqrecal.bam.bai,,58961b130b646f241475288939d35068,Diferente
OUT_QXB096-002.bqrecal.bam.bai,,cb81dde7fe5b3d45af2bf13b42e6f085,Diferente
OUT_FLG454-002.bqrecal.bam,,ff8f730fb72d9521ddf12e617defb9d3,Diferente
OUT_KPI826-001.bqrecal.bam.bai,,6a1fb86ab62e577734f3a2b26af90695,Diferente
OUT_FLG454-002.bqrecal.bam.bai,,3efa582a26307e67527375e9d7ba0adc,Diferente
OUT_PRD802-002.bqrecal.bam,3ae793bedee10f8ba0675dadbfccd8aa,3ae793bedee10f8ba0675dadbfccd8aa,Igual
OUT_GGK146-001.bqrecal.bam,,e03b55c8d37d280711cfa7915606f6b1,Diferente
OUT_KPI826-002.bqrecal.bam,,345bd6955b2655b1228337ff284fb355,Diferente
OUT_GGK146-001.bqrecal.bam.bai,,6d62720b90a40e5c43b80cf911b39435,Diferente
OUT_PRD802-002.bqrecal.bam.bai,70a811d5507df7ce7d3b9c461e83d1a3,70a811d5507df7ce7d3b9c461e83d1a3,Igual
OUT_GGK146-002.bqrecal.bam,,40fe31cd0fcc1c279a8500e67b0595b4,Diferente
OUT_KPI826-002.bqrecal.bam.bai,,46f800eb341a2e2408c93d9af20bba22,Diferente
OUT_GGK146-002.bqrecal.bam.bai,,bba661b286d425c780d2caef889e2b11,Diferente
OUT_QBE714-001.bqrecal.bam,87bbea626565c71bddac039c15bae0d4,87bbea626565c71bddac039c15bae0d4,Igual
OUT_GPR303-001.bqrecal.bam,b22216777c2b823a2e7c5fbd6226f29f,b22216777c2b823a2e7c5fbd6226f29f,Igual
OUT_KPO971-001.bqrecal.bam,,b692113ae901f22aec026d3f0b73c283,Diferente
OUT_GPR303-001.bqrecal.bam.bai,e1a47665c069b267e289d2f0e58a45d8,e1a47665c069b267e289d2f0e58a45d8,Igual
OUT_QBE714-001.bqrecal.bam.bai,16165ba402cff87571bd25bb178e6973,16165ba402cff87571bd25bb178e6973,Igual
OUT_GPR303-002.bqrecal.bam,9e4ae1f360777ee618b34958b606c57e,09b1831b8250ac51da2f4f5ccf486237,Diferente
OUT_KPO971-001.bqrecal.bam.bai,,10709f803705603b1fbcf3be53fb7c80,Diferente
OUT_GPR303-002.bqrecal.bam.bai,09e73c314c726951d0132330774508e4,09e73c314c726951d0132330774508e4,Igual
OUT_QBE714-002.bqrecal.bam,25e8d9910fea60691db94a98a9f40a78,25e8d9910fea60691db94a98a9f40a78,Igual
OUT_GVV114-001.bqrecal.bam,,5fe5779117c3f501918b59edd6774ab4,Diferente
OUT_KPO971-002.bqrecal.bam,,cb9f6b1d428411f32ae9d0c007333e23,Diferente
OUT_GVV114-001.bqrecal.bam.bai,,7c30de54f48bfdd30cd43bece98e6a00,Diferente
OUT_QBE714-002.bqrecal.bam.bai,e510c1d76243cefa90578cc0eea9c33d,e510c1d76243cefa90578cc0eea9c33d,Igual
OUT_GVV114-002.bqrecal.bam,,a15c046d971b33bf99fd1d52f1d78427,Diferente
OUT_KPO971-002.bqrecal.bam.bai,,290a0064c9e4f2ef0b4c427eb8ae2d64,Diferente
OUT_GVV114-002.bqrecal.bam.bai,,97d41917e16ae55bca3398f19293d3b5,Diferente
OUT_QXB096-001.bqrecal.bam,,fe9208dff9f034ecc01021213c41759f,Diferente
OUT_JES604-001.bqrecal.bam,,901b27f792e656c2091157fcce90fc56,Diferente
OUT_LNJ443-001.bqrecal.bam,,8481c5d2327a54004d9e4666c458c17a,Diferente
OUT_JES604-001.bqrecal.bam.bai,,d48d8b327287d010566d3cdd32f4bb30,Diferente
OUT_JQK794-002.bqrecal.bam,,63f995bfd1bec0686ce3996c987568b7,Diferente
OUT_LNJ443-001.bqrecal.bam.bai,,041f3028760d6bedabad19cf54352fa4,Diferente
OUT_JQK794-002.bqrecal.bam.bai,,2a687a148c03b312f49f9591c50984c7,Diferente
OUT_QXB096-001.bqrecal.bam.bai,,0af7dc49eba8aef64cad16d1f1a5776d,Diferente
OUT_KFX443-001.bqrecal.bam,,48c626549fab2adab61d830dc5c19491,Diferente
OUT_LNJ443-002.bqrecal.bam,,9e28112b5c7aa014b2b633115f230f86,Diferente
OUT_KFX443-001.bqrecal.bam.bai,,fcc719f27c1f3225f191a3c24274ac0a,Diferente
OUT_SFJ826-001.bqrecal.bam,,cc0a9a684d0028d9a5bdc0a79a6c4c3f,Diferente
OUT_QXB096-002.bqrecal.bam,,c069337fd760ff55e28643059710a210,Diferente
OUT_SFJ826-001.bqrecal.bam.bai,,5316f51ac4b59a064a0473a080532cfb,Diferente
OUT_SFJ826-002.bqrecal.bam,,f0179f6f018ff970646a8cd1fea7c6b7,Diferente
OUT_SFJ826-002.bqrecal.bam.bai,,e66d850e4e1b0990082094b1f22105ba,Diferente
OUT_STA420-001.bqrecal.bam,,66d1d2585a0241a9b5b0eab021115e62,Diferente
OUT_STA420-001.bqrecal.bam.bai,,1cc0611e01dab17aa9411f78d49500a0,Diferente
OUT_STA420-002.bqrecal.bam,,01a5384d4cf5a2f446b929487c3f6697,Diferente
OUT_STA420-002.bqrecal.bam.bai,,7e48bfaac29307dfb71d6fafbb016690,Diferente
OUT_UMS786-001.bqrecal.bam,3adcb8c2870fac71b2fcbd2f2c77a4aa,3adcb8c2870fac71b2fcbd2f2c77a4aa,Igual
OUT_UMS786-001.bqrecal.bam.bai,0e42997bf3d9d2ee049bf1d2fb2caa71,0e42997bf3d9d2ee049bf1d2fb2caa71,Igual
OUT_UMS786-002.bqrecal.bam,d9904f38cffc344cb8a47c2f1e8bd478,d9904f38cffc344cb8a47c2f1e8bd478,Igual
OUT_UMS786-002.bqrecal.bam.bai,fc1911f6c8f82a5a3fc08415188d759d,fc1911f6c8f82a5a3fc08415188d759d,Igual
OUT_VJK192-001.bqrecal.bam,,e852e3575eb42fe5d498be03efca273c,Diferente
OUT_VJK192-001.bqrecal.bam.bai,,9671008f88083af225599ce9d9d587a6,Diferente
OUT_VJK192-002.bqrecal.bam,,565febe36de5d6c5be54bc7ba6b46f4a,Diferente
OUT_VJK192-002.bqrecal.bam.bai,,331f5ac8053305f94bbb4e2c27ab320c,Diferente
OUT_XCS605-001.bqrecal.bam,,4e8aefe5e9767bb1677118d347af7744,Diferente
OUT_XCS605-001.bqrecal.bam.bai,,5df0c05975ab893a18431ae4bec180d0,Diferente
OUT_XCS605-002.bqrecal.bam,,415fc3adfa48a49957a0d84c3302f009,Diferente
OUT_XCS605-002.bqrecal.bam.bai,,5371f692d279809183ee2d5962c442c8,Diferente
OUT_YZI855-001.bqrecal.bam,598261f361a5c209bd32aab7f3e9e2db,598261f361a5c209bd32aab7f3e9e2db,Igual
OUT_YZI855-001.bqrecal.bam.bai,f1a4480c3dfc2cdb2c7600699eafe909,f1a4480c3dfc2cdb2c7600699eafe909,Igual
OUT_YZI855-002.bqrecal.bam,ff2d1c4c033c0c96b2e38f963c214334,ff2d1c4c033c0c96b2e38f963c214334,Igual
OUT_YZI855-002.bqrecal.bam.bai,e44b2ebe9ae1267281ab155f15307c90,e44b2ebe9ae1267281ab155f15307c90,Igual
OUT_ALT162-001.bqrecal.bam,,c318cae0ffef4ef995d88fae6028b79e,Diferente
OUT_ALT162-001.bqrecal.bam.bai,,d11b4070a933473422514464112588cd,Diferente
OUT_CEO787-001.bqrecal.bam,,b5aeeae37d5ffe400514b2b722d50b0f,Diferente
OUT_CEO787-001.bqrecal.bam.bai,,135f56565110893f459fdaccac5a6491,Diferente
OUT_EIA189-001.bqrecal.bam,,ce43db9f78a94f2cf0ba76ed7f24456e,Diferente
OUT_EIA189-001.bqrecal.bam.bai,,4f84a69f9dab9c49afb5c9c570934281,Diferente
OUT_HUN050-001.bqrecal.bam,,3f5be6c6d331858f26fc01ac3b6fa8e8,Diferente
OUT_HUN050-001.bqrecal.bam.bai,,b56043d6c2be22aaae95da01eacd1056,Diferente
OUT_IYG431-001.bqrecal.bam,,972dc77f52b20ff441eab3177267ba7e,Diferente
OUT_IYG431-001.bqrecal.bam.bai,,ae0adb981e5ca2f0f78d5fdf31a88cca,Diferente
OUT_JYF319-001.bqrecal.bam,,8f8a51685a9a427a9010399886b77182,Diferente
OUT_JYF319-001.bqrecal.bam.bai,,63b2758cf2c7c41359c852f14b92d7fc,Diferente
OUT_KST850-001.bqrecal.bam,,8ed08b69daae37c34dfd1a7705f96ddb,Diferente
OUT_KST850-001.bqrecal.bam.bai,,db41844ae738d9ac67cef22e29c3a542,Diferente
OUT_LGB760-001.bqrecal.bam,,871823610ec0a5581149588859300ccd,Diferente
OUT_LGB760-001.bqrecal.bam.bai,,0824b668ba931f5d74b4c93463115e00,Diferente
OUT_MIM022-001.bqrecal.bam,,3bf92181157f96191994acbc85649a88,Diferente
OUT_MIM022-001.bqrecal.bam.bai,,4cf12f0266cce6d5e53d843f593746bd,Diferente
OUT_MLK585-001.bqrecal.bam,,f16343ffa07b0b0e00eb557011e649b7,Diferente
OUT_MLK585-001.bqrecal.bam.bai,,4717f70d02912f7b225daa69437545f8,Diferente
OUT_NZM960-001.bqrecal.bam,,5317a4cbcbc50c22245581c605a0b2b8,Diferente
OUT_NZM960-001.bqrecal.bam.bai,,f682a16ce91db0d27f2eee0fb73a8b1f,Diferente
OUT_QZC538-001.bqrecal.bam,,c476a453cee552b0426dbeb8d21f9a1d,Diferente
OUT_QZC538-001.bqrecal.bam.bai,,cc064cbda3198070a78a408a86eaf98f,Diferente
OUT_WQV900-001.bqrecal.bam,,691d5cb8a202a8919508fdf548a2de25,Diferente
OUT_WQV900-001.bqrecal.bam.bai,,f2827c4d49329bdfa9cbf9811403579a,Diferente
OUT_YNL752-001.bqrecal.bam,,8ad437d73b930ec423a4a4fcaa4a01c0,Diferente
OUT_YNL752-001.bqrecal.bam.bai,,cbe72663ac7deb44aa38322725d563cd,Diferente
OUT_BPP237-001.bqrecal.bam,c71cbb166d20ad778f0c01dae6496fd3,19be21264be3dfa0b449c5f7114fc827,Diferente
OUT_BPP237-001.bqrecal.bam.bai,861c9cb99b80c3887b66d70a47281a59,6fc7c6a339246c4c8cd59acbae434c67,Diferente
OUT_BPP237-002.bqrecal.bam,8dcbd18d223652d02c5e2db3ed8748f4,8dcbd18d223652d02c5e2db3ed8748f4,Igual
OUT_BPP237-002.bqrecal.bam.bai,fe044b08285adb19ee9d8785d34fce1f,4f326e16a411ebc7ed77dbd393f019dc,Diferente
OUT_EHC887-001.bqrecal.bam,,7b2f48622d0b1b49c53db16f80e99a13,Diferente
OUT_EHC887-001.bqrecal.bam.bai,,36caab554738233529108eead730831a,Diferente
OUT_ENL774-001.bqrecal.bam,92bf12958eadfa7dabb79115ca1abe35,01f5fcd752ba6a7af007adc85da37c43,Diferente
OUT_ENL774-001.bqrecal.bam.bai,078a6ac6ab59611a55fc7fc0c0793bdf,c94db72f48a9335a5206728666e6e75f,Diferente
OUT_ENL774-002.bqrecal.bam,1d8bdd43a9199dee60dd222eb1bb072e,8bf71a4bf2f21feba88e69cb089fa132,Diferente
OUT_ENL774-002.bqrecal.bam.bai,892e57c7f14dd992507dfa706460bd6e,892e57c7f14dd992507dfa706460bd6e,Igual
OUT_GND423-001.bqrecal.bam,,2fff4b657824b25f287c89d7342812a0,Diferente
OUT_GND423-001.bqrecal.bam.bai,,22d5892d818943bddeb0388e2f444553,Diferente
OUT_LGY408-001.bqrecal.bam,8988f71b7d88ce9bf313ef354b29fd89,8988f71b7d88ce9bf313ef354b29fd89,Igual
OUT_LGY408-001.bqrecal.bam.bai,608723cd1479a07a93bd83422f03fd16,608723cd1479a07a93bd83422f03fd16,Igual
OUT_LGY408-002.bqrecal.bam,5b57010e8d232733b02af7b6cbc3a1d0,5b57010e8d232733b02af7b6cbc3a1d0,Igual
OUT_LGY408-002.bqrecal.bam.bai,0bcf9bfb77fa2f73d402b3dfd127ee41,0bcf9bfb77fa2f73d402b3dfd127ee41,Igual
OUT_MTR464-001.bqrecal.bam,b63507104ae36c3b156aafd629b5c6b5,b63507104ae36c3b156aafd629b5c6b5,Igual
OUT_MTR464-001.bqrecal.bam.bai,c39b125ca44dc6349ff35c62cf50ee60,c39b125ca44dc6349ff35c62cf50ee60,Igual
OUT_MTR464-002.bqrecal.bam,39d76e1bd38102400e41d51170b44d59,98e2ecd29d0477d7cc276d44e2f9fce6,Diferente
OUT_MTR464-002.bqrecal.bam.bai,1f0f9d1294f67caa3f99e52c0fc4e4a1,1f0f9d1294f67caa3f99e52c0fc4e4a1,Igual
OUT_WCI481-001.bqrecal.bam,913689482f998e30b961b75fae19b195,fb5cdd78729a3a1d1e56ac8063def8f1,Diferente
OUT_WCI481-001.bqrecal.bam.bai,a97d71e09426ea8c3cfc2bfa79a6455a,a97d71e09426ea8c3cfc2bfa79a6455a,Igual
OUT_WCI481-002.bqrecal.bam,11fcb27b9ddf5819dfd4179f26ecba51,f55f418b06638a559c6615e169884747,Diferente
OUT_WCI481-002.bqrecal.bam.bai,29049bc552f92759ee78f837dce52b94,29049bc552f92759ee78f837dce52b94,Igual
OUT_NSL157-002.bqrecal.bam.bai,,7757f904fa6ca62bc03f98da883aabb7,Diferente
OUT_ASE029-001.bqrecal.bam,,57d70d1456b8325806bee08906aef8c0,Diferente
OUT_KWN419-002.bqrecal.bam,,199d929888c97cfa51d7d2b65d17008b,Diferente
OUT_ASE029-001.bqrecal.bam.bai,,4be7dbd87e9b9673a767ef9e91527562,Diferente
OUT_OER573-001.bqrecal.bam,eb44c726f74c16f7ab675ce0058aa356,eb44c726f74c16f7ab675ce0058aa356,Igual
OUT_ASE029-002.bqrecal.bam,,8294231f73c5926c87c6d5a79e301856,Diferente
OUT_LKU379-001.bqrecal.bam,,c26b499d94b686fa51eea23be668aab2,Diferente
OUT_ASE029-002.bqrecal.bam.bai,,f3ec71c590338a787c9921120e7aea14,Diferente
OUT_OER573-001.bqrecal.bam.bai,ad20c5d87f5c5e55757ff9eb80666147,ad20c5d87f5c5e55757ff9eb80666147,Igual
OUT_BJQ344-001.bqrecal.bam,,de131ff29f00f06f51e93a806935d28f,Diferente
OUT_KWN419-002.bqrecal.bam.bai,,fdcafb3a81d66a42881c1bde3540df00,Diferente
OUT_BJQ344-001.bqrecal.bam.bai,,9ad6bdb5ef22e792a45f94462893fd6b,Diferente
OUT_OER573-002.bqrecal.bam,b94445b60fc4af6759d501214a5a07d5,b94445b60fc4af6759d501214a5a07d5,Igual
OUT_BJQ344-002.bqrecal.bam,,c341088133590df9d92166880bfbd7ef,Diferente
OUT_LKU379-001.bqrecal.bam.bai,,f21fe93b6a3318dec8c106989f08854a,Diferente
OUT_BJQ344-002.bqrecal.bam.bai,,a638481090ba7fc928a9afadbf4ec318,Diferente
OUT_OER573-002.bqrecal.bam.bai,3f0ea1f88aec29af155639c3e5375a91,3f0ea1f88aec29af155639c3e5375a91,Igual
OUT_BZU207-001.bqrecal.bam,7a3854c2d506ab918e17180af8b1a10e,7a3854c2d506ab918e17180af8b1a10e,Igual
OUT_LKU379-002.bqrecal.bam,,ba4409577d62d84e0b3b3bc9e3f324f4,Diferente
OUT_BZU207-001.bqrecal.bam.bai,3c9ab0106c861fc9c043163f77e7229a,0bc63d39d8981fda57106efdf97a4e2d,Diferente
OUT_QHJ783-001.bqrecal.bam,,ee46a35dd6b3fc952b1e52dbf55e9428,Diferente
OUT_BZU207-002.bqrecal.bam,5ee458dbc6068656adcac2ed4a89a837,a22dde2a87066da271d02fd1699e6ad3,Diferente
OUT_LKU379-002.bqrecal.bam.bai,,d82e6f8677fab42209c2d9a09818c674,Diferente
OUT_BZU207-002.bqrecal.bam.bai,42eae6f102ece3f2829ac0a9c599f84a,0858978575e3bbc049f6abb4b6011596,Diferente
OUT_QHJ783-001.bqrecal.bam.bai,,c226af5662143968e5ad39fa3e05c073,Diferente
OUT_CYD451-001.bqrecal.bam,,f5e2083cccf87031642064fed388f4b2,Diferente
OUT_LVD671-001.bqrecal.bam,,a86f99fd3bc012d28e09dcef7aa7b197,Diferente
OUT_CYD451-001.bqrecal.bam.bai,,15da15a6cb4cdf7d5b43498ac3ceb3c1,Diferente
OUT_QHJ783-002.bqrecal.bam,,0eb6b61bab3db4e690360addbb867678,Diferente
OUT_CYD451-002.bqrecal.bam,,190fa044f9eebfcade814f30e9923d0f,Diferente
OUT_LVD671-001.bqrecal.bam.bai,,f692ed021f1c70536712c67d7b27c471,Diferente
OUT_CYD451-002.bqrecal.bam.bai,,72a3cc14ccc60c4ff2af001979e20125,Diferente
OUT_QHJ783-002.bqrecal.bam.bai,,a5ca4c2be10a3cb66b15d6ca108eceb1,Diferente
OUT_ELW147-001.bqrecal.bam,,1320bf8e967bcb6bed68e0ffcc8037e9,Diferente
OUT_MOR958-002.bqrecal.bam,,bf4e6e807c69d3ded5348b5a0ed74ece,Diferente
OUT_ELW147-001.bqrecal.bam.bai,,f0e194d4a20136c4cdf30e05c2e3db68,Diferente
OUT_VEX507-002.bqrecal.bam.bai,,d4f0bbcdc51f34aaafd216259a31d96a,Diferente
OUT_ELW147-002.bqrecal.bam,,19003ee05856a79ec3d193d04c2fc2d7,Diferente
OUT_MOR958-002.bqrecal.bam.bai,,9f282d8a2fae956f125db51582ef2170,Diferente
OUT_ELW147-002.bqrecal.bam.bai,,80e13c81db00da5da161e59ffac1fd1c,Diferente
OUT_TIL740-001.bqrecal.bam,e0587007924ebb6b8f570f16083e1e71,e0587007924ebb6b8f570f16083e1e71,Igual
OUT_FUK495-001.bqrecal.bam,,eda1657e891d4bd8625d6878e546b15c,Diferente
OUT_MUD989-001.bqrecal.bam,,b4f9e88b7b9ad4fc4514168de4e6a473,Diferente
OUT_FUK495-001.bqrecal.bam.bai,,f521afca0874504b9926a8c92130c273,Diferente
OUT_TIL740-001.bqrecal.bam.bai,72333e6cb65eb32b9deedb4296c6df79,72333e6cb65eb32b9deedb4296c6df79,Igual
OUT_FUK495-002.bqrecal.bam,,bb10f7e138c96b2bc7462ebab4bef873,Diferente
OUT_MUD989-001.bqrecal.bam.bai,,d038e3af5abb44386c3b3789e4a426a8,Diferente
OUT_FUK495-002.bqrecal.bam.bai,,2a184d40b0c7ed780f597dcf83ba464c,Diferente
OUT_TIL740-002.bqrecal.bam,8ff2a136c6db5f7af9a418b03d9be62a,8ff2a136c6db5f7af9a418b03d9be62a,Igual
OUT_INT209-001.bqrecal.bam,,25f7d294762e2b08a51fce7c3231f9f9,Diferente
OUT_MUD989-002.bqrecal.bam,,46ea8ffc859ad2de135803b07eaf7c47,Diferente
OUT_INT209-001.bqrecal.bam.bai,,01edf4b8fc438658c5638fa14d352b88,Diferente
OUT_TIL740-002.bqrecal.bam.bai,381db2be7f31daa9fe77e668ed9081c5,381db2be7f31daa9fe77e668ed9081c5,Igual
