Filename,Sample ID,A01,Array Barcode
a550995-4464489-072424-024_G02.ARR,,9SR37900,024
a550995-4464489-072424-024_G03.ARR,,9SR37900,024
a550995-4464489-072424-024_G04.ARR,,9SR37900,024
a550995-4464489-072424-024_G05.ARR,,9SR37900,024
a550995-4464489-072424-024_G06.ARR,,9SR37900,024
a550995-4464489-072424-024_G07.ARR,,9SR37900,024
a550995-4464489-072424-024_G08.ARR,,9SR37900,024
a550995-4464489-072424-024_G09.ARR,,9SR37900,024
a550995-4464489-072424-024_G10.ARR,,9SR37900,024
a550995-4464489-072424-024_G11.ARR,,9SR37900,024
a550995-4464489-072424-024_G12.ARR,,9SR37900,024
a550995-4464489-072424-024_H01.ARR,,9SR37900,024
a550995-4464489-072424-024_H02.ARR,,9SR37900,024
a550995-4464489-072424-024_H03.ARR,,9SR37900,024
a550995-4464489-072424-024_H04.ARR,,9SR37900,024
a550995-4464489-072424-024_H05.ARR,,9SR37900,024
a550995-4464489-072424-024_H06.ARR,,9SR37900,024
a550995-4464489-072424-024_H07.ARR,,9SR37900,024
a550995-4464489-072424-024_H08.ARR,,9SR37900,024
a550995-4464489-072424-024_H09.ARR,,9SR37900,024
a550995-4464489-072424-024_H10.ARR,,9SR37900,024
a550995-4464489-072424-024_H11.ARR,,9SR37900,024
a550995-4464489-072424-024_H12.ARR,,9SR37900,024
a550995-4464490-072524-577_A01.ARR,,9SR37895,577
a550995-4464490-072524-577_A02.ARR,,9SR37895,577
a550995-4464490-072524-577_A03.ARR,,9SR37895,577
a550995-4464490-072524-577_A04.ARR,,9SR37895,577
a550995-4464490-072524-577_A05.ARR,,9SR37895,577
a550995-4464490-072524-577_A06.ARR,,9SR37895,577
a550995-4464490-072524-577_A07.ARR,,9SR37895,577
a550995-4464490-072524-577_A08.ARR,,9SR37895,577
a550995-4464490-072524-577_A09.ARR,,9SR37895,577
a550995-4464490-072524-577_A10.ARR,,9SR37895,577
a550995-4464490-072524-577_A11.ARR,,9SR37895,577
a550995-4464490-072524-577_A12.ARR,,-,577
a550995-4464490-072524-577_B01.ARR,,9SR37895,577
a550995-4464490-072524-577_B02.ARR,,9SR37895,577
a550995-4464490-072524-577_B03.ARR,,9SR37895,577
a550995-4464490-072524-577_B04.ARR,,9SR37895,577
a550995-4464490-072524-577_B05.ARR,,9SR37895,577
a550995-4464490-072524-577_B06.ARR,,9SR37895,577
a550995-4464490-072524-577_B07.ARR,,9SR37895,577
a550995-4464490-072524-577_B08.ARR,,9SR37895,577
a550995-4464490-072524-577_B09.ARR,,9SR37895,577
a550995-4464490-072524-577_B10.ARR,,9SR37895,577
a550995-4464490-072524-577_B11.ARR,,9SR37895,577
a550995-4464490-072524-577_B12.ARR,,9SR37895,577
a550995-4464490-072524-577_C01.ARR,,9SR37895,577
a550995-4464490-072524-577_C02.ARR,,9SR37895,577
a550995-4464490-072524-577_C03.ARR,,9SR37895,577
a550995-4464490-072524-577_C04.ARR,,9SR37895,577
a550995-4464490-072524-577_C05.ARR,,9SR37895,577
a550995-4464490-072524-577_C06.ARR,,9SR37895,577
a550995-4464490-072524-577_C07.ARR,,9SR37895,577
a550995-4464490-072524-577_C08.ARR,,9SR37895,577
a550995-4464490-072524-577_C09.ARR,,9SR37895,577
a550995-4464490-072524-577_C10.ARR,,9SR37895,577
a550995-4464490-072524-577_C11.ARR,,9SR37895,577
a550995-4464490-072524-577_C12.ARR,,9SR37895,577
a550995-4464490-072524-577_D01.ARR,,9SR37895,577
a550995-4464490-072524-577_D02.ARR,,9SR37895,577
a550995-4464490-072524-577_D03.ARR,,9SR37895,577
a550995-4464490-072524-577_D04.ARR,,9SR37895,577
a550995-4464490-072524-577_D05.ARR,,9SR37895,577
a550995-4464490-072524-577_D06.ARR,,9SR37895,577
a550995-4464490-072524-577_D07.ARR,,9SR37895,577
a550995-4464490-072524-577_D08.ARR,,9SR37895,577
a550995-4464490-072524-577_D09.ARR,,9SR37895,577
a550995-4464490-072524-577_D10.ARR,,9SR37895,577
a550995-4464490-072524-577_D11.ARR,,9SR37895,577
a550995-4464490-072524-577_D12.ARR,,9SR37895,577
a550995-4464490-072524-577_E01.ARR,,9SR37895,577
a550995-4464490-072524-577_E02.ARR,,9SR37895,577
a550995-4464490-072524-577_E03.ARR,,9SR37895,577
a550995-4464490-072524-577_E04.ARR,,9SR37895,577
a550995-4464490-072524-577_E05.ARR,,9SR37895,577
a550995-4464490-072524-577_E06.ARR,,9SR37895,577
a550995-4464490-072524-577_E07.ARR,,9SR37895,577
a550995-4464490-072524-577_E08.ARR,,9SR37895,577
a550995-4464490-072524-577_E09.ARR,,9SR37895,577
a550995-4464490-072524-577_E10.ARR,,9SR37895,577
a550995-4464490-072524-577_E11.ARR,,9SR37895,577
a550995-4464490-072524-577_E12.ARR,,-,577
a550995-4464490-072524-577_F01.ARR,,9SR37895,577
a550995-4464490-072524-577_F02.ARR,,9SR37895,577
a550995-4464490-072524-577_F03.ARR,,9SR37895,577
a550995-4464490-072524-577_F04.ARR,,9SR37895,577
a550995-4464490-072524-577_F05.ARR,,9SR37895,577
a550995-4464490-072524-577_F06.ARR,,9SR37895,577
a550995-4464490-072524-577_F07.ARR,,9SR37895,577
a550995-4464490-072524-577_F08.ARR,,9SR37895,577
a550995-4464490-072524-577_F09.ARR,,9SR37895,577
a550995-4464490-072524-577_F10.ARR,,9SR37895,577
a550995-4464490-072524-577_F11.ARR,,9SR37895,577
a550995-4464490-072524-577_F12.ARR,,9SR37895,577
a550995-4464490-072524-577_G01.ARR,,9SR37895,577
a550995-4464490-072524-577_G02.ARR,,9SR37895,577
a550995-4464490-072524-577_G03.ARR,,9SR37895,577
a550995-4464490-072524-577_G04.ARR,,9SR37895,577
a550995-4464490-072524-577_G05.ARR,,9SR37895,577
a550995-4464490-072524-577_G06.ARR,,9SR37895,577
a550995-4464490-072524-577_G07.ARR,,9SR37895,577
a550995-4464490-072524-577_G08.ARR,,9SR37895,577
a550995-4464490-072524-577_G09.ARR,,9SR37895,577
a550995-4464490-072524-577_G10.ARR,,9SR37895,577
a550995-4464490-072524-577_G11.ARR,,9SR37895,577
a550995-4464490-072524-577_G12.ARR,,9SR37895,577
a550995-4464490-072524-577_H01.ARR,,9SR37895,577
a550995-4464490-072524-577_H02.ARR,,9SR37895,577
a550995-4464490-072524-577_H03.ARR,,9SR37895,577
a550995-4464490-072524-577_H04.ARR,,9SR37895,577
a550995-4464490-072524-577_H05.ARR,,9SR37895,577
a550995-4464490-072524-577_H06.ARR,,9SR37895,577
a550995-4464490-072524-577_H07.ARR,,9SR37895,577
a550995-4464490-072524-577_H08.ARR,,9SR37895,577
a550995-4464490-072524-577_H09.ARR,,9SR37895,577
a550995-4464490-072524-577_H10.ARR,,9SR37895,577
a550995-4464490-072524-577_H11.ARR,,9SR37895,577
a550995-4464490-072524-577_H12.ARR,,9SR37895,577
a550995-4464490-072524-583_A01.ARR,,9SR37896,583
a550995-4464490-072524-583_A02.ARR,,9SR37896,583
a550995-4464490-072524-583_A03.ARR,,9SR37896,583
a550995-4464490-072524-583_A04.ARR,,9SR37896,583
a550995-4464490-072524-583_A05.ARR,,9SR37896,583
a550995-4464490-072524-583_A06.ARR,,9SR37896,583
a550995-4464490-072524-583_A07.ARR,,9SR37896,583
a550995-4464490-072524-583_A08.ARR,,9SR37896,583
a550995-4464490-072524-583_A09.ARR,,9SR37896,583
a550995-4464490-072524-583_A10.ARR,,9SR37896,583
a550995-4464490-072524-583_A11.ARR,,9SR37896,583
a550995-4464490-072524-583_A12.ARR,,-,583
a550995-4464490-072524-583_B01.ARR,,9SR37896,583
a550995-4464490-072524-583_B02.ARR,,9SR37896,583
a550995-4464490-072524-583_B03.ARR,,9SR37896,583
a550995-4464490-072524-583_B04.ARR,,9SR37896,583
a550995-4464490-072524-583_B05.ARR,,9SR37896,583
a550995-4464490-072524-583_B06.ARR,,9SR37896,583
a550995-4464490-072524-583_B07.ARR,,9SR37896,583
a550995-4464490-072524-583_B08.ARR,,9SR37896,583
a550995-4464490-072524-583_B09.ARR,,9SR37896,583
a550995-4464490-072524-583_B10.ARR,,9SR37896,583
a550995-4464490-072524-583_B11.ARR,,9SR37896,583
a550995-4464490-072524-583_B12.ARR,,9SR37896,583
a550995-4464490-072524-583_C01.ARR,,9SR37896,583
a550995-4464490-072524-583_C02.ARR,,9SR37896,583
a550995-4464490-072524-583_C03.ARR,,9SR37896,583
a550995-4464490-072524-583_C04.ARR,,9SR37896,583
a550995-4464490-072524-583_C05.ARR,,9SR37896,583
a550995-4464490-072524-583_C06.ARR,,9SR37896,583
a550995-4464490-072524-583_C07.ARR,,9SR37896,583
a550995-4464490-072524-583_C08.ARR,,9SR37896,583
a550995-4464490-072524-583_C09.ARR,,9SR37896,583
a550995-4464490-072524-583_C10.ARR,,9SR37896,583
a550995-4464490-072524-583_C11.ARR,,9SR37896,583
a550995-4464490-072524-583_C12.ARR,,9SR37896,583
a550995-4464490-072524-583_D01.ARR,,9SR37896,583
a550995-4464490-072524-583_D02.ARR,,9SR37896,583
a550995-4464490-072524-583_D03.ARR,,9SR37896,583
a550995-4464490-072524-583_D04.ARR,,9SR37896,583
a550995-4464490-072524-583_D05.ARR,,9SR37896,583
a550995-4464490-072524-583_D06.ARR,,9SR37896,583
a550995-4464490-072524-583_D07.ARR,,9SR37896,583
a550995-4464490-072524-583_D08.ARR,,9SR37896,583
a550995-4464490-072524-583_D09.ARR,,9SR37896,583
a550995-4464490-072524-583_D10.ARR,,9SR37896,583
a550995-4464490-072524-583_D11.ARR,,9SR37896,583
a550995-4464490-072524-583_D12.ARR,,9SR37896,583
a550995-4464490-072524-583_E01.ARR,,9SR37896,583
a550995-4464490-072524-583_E02.ARR,,9SR37896,583
a550995-4464490-072524-583_E03.ARR,,9SR37896,583
a550995-4464490-072524-583_E04.ARR,,9SR37896,583
a550995-4464490-072524-583_E05.ARR,,9SR37896,583
a550995-4464490-072524-583_E06.ARR,,9SR37896,583
a550995-4464490-072524-583_E07.ARR,,9SR37896,583
a550995-4464490-072524-583_E08.ARR,,9SR37896,583
a550995-4464490-072524-583_E09.ARR,,9SR37896,583
a550995-4464490-072524-583_E10.ARR,,9SR37896,583
a550995-4464490-072524-583_E11.ARR,,9SR37896,583
a550995-4464490-072524-583_E12.ARR,,-,583
a550995-4464490-072524-583_F01.ARR,,9SR37896,583
a550995-4464490-072524-583_F02.ARR,,9SR37896,583
a550995-4464490-072524-583_F03.ARR,,9SR37896,583
a550995-4464490-072524-583_F04.ARR,,9SR37896,583
a550995-4464490-072524-583_F05.ARR,,9SR37896,583
a550995-4464490-072524-583_F06.ARR,,9SR37896,583
a550995-4464490-072524-583_F07.ARR,,9SR37896,583
a550995-4464490-072524-583_F08.ARR,,9SR37896,583
a550995-4464490-072524-583_F09.ARR,,9SR37896,583
a550995-4464490-072524-583_F10.ARR,,9SR37896,583
a550995-4464490-072524-583_F11.ARR,,9SR37896,583
a550995-4464490-072524-583_F12.ARR,,9SR37896,583
a550995-4464490-072524-583_G01.ARR,,9SR37896,583
a550995-4464490-072524-583_G02.ARR,,9SR37896,583
a550995-4464490-072524-583_G03.ARR,,9SR37896,583
a550995-4464490-072524-583_G04.ARR,,9SR37896,583
a550995-4464490-072524-583_G05.ARR,,9SR37896,583
a550995-4464490-072524-583_G06.ARR,,9SR37896,583
a550995-4464490-072524-583_G07.ARR,,9SR37896,583
a550995-4464490-072524-583_G08.ARR,,9SR37896,583
a550995-4464490-072524-583_G09.ARR,,9SR37896,583
a550995-4464490-072524-583_G10.ARR,,9SR37896,583
a550995-4464490-072524-583_G11.ARR,,9SR37896,583
a550995-4464490-072524-583_G12.ARR,,9SR37896,583
a550995-4464490-072524-583_H01.ARR,,9SR37896,583
a550995-4464490-072524-583_H02.ARR,,9SR37896,583
a550995-4464490-072524-583_H03.ARR,,9SR37896,583
a550995-4464490-072524-583_H04.ARR,,9SR37896,583
a550995-4464490-072524-583_H05.ARR,,9SR37896,583
a550995-4464490-072524-583_H06.ARR,,9SR37896,583
a550995-4464490-072524-583_H07.ARR,,9SR37896,583
a550995-4464490-072524-583_H08.ARR,,9SR37896,583
a550995-4464490-072524-583_H09.ARR,,9SR37896,583
a550995-4464490-072524-583_H10.ARR,,9SR37896,583
a550995-4464490-072524-583_H11.ARR,,9SR37896,583
a550995-4464490-072524-583_H12.ARR,,9SR37896,583
